recommendation_id,recommend_date,session,rank,stock_name,stock_code,sector,score,recommend_price,latest_price,latest_update_kst,age_days,latest_return_pct,d1_return_pct,d3_return_pct,d5_return_pct,max_observed_return_pct,min_observed_return_pct,status
2026-06-08_PM_8_KODEX 미국S&P500,2026-06-08,PM,8,KODEX 미국S&P500,,AI/소프트웨어,56.0,"25,950","25,410",2026-06-10 02:57:04,2,-2.08%,-0.98%,,,0.00%,-2.08%,tracking_updated
2026-06-08_PM_8_KODEX 200타겟위클리커버드콜,2026-06-08,PM,8,KODEX 200타겟위클리커버드콜,,AI/소프트웨어,61.0,"23,595","25,520",2026-06-10 02:57:04,2,8.16%,0.00%,,,8.16%,0.00%,tracking_updated
2026-06-08_PM_7_TIGER 미국나스닥100타겟데일리커버드콜,2026-06-08,PM,7,TIGER 미국나스닥100타겟데일리커버드콜,,AI/소프트웨어,64.0,"12,090","11,980",2026-06-09 03:47:29,1.0,-0.91%,-0.91%,,,0.00%,-0.91%,tracking_updated
2026-06-08_PM_7_KODEX 미국나스닥100,2026-06-08,PM,7,KODEX 미국나스닥100,,AI/소프트웨어,69.0,"29,585","29,585",2026-06-09 03:47:29,1.0,0.00%,0.00%,,,0.00%,0.00%,tracking_updated
2026-06-08_PM_6_KODEX 200타겟위클리커버드콜,2026-06-08,PM,6,KODEX 200타겟위클리커버드콜,,AI/소프트웨어,57.0,"24,655","25,520",2026-06-10 02:57:04,2,3.51%,-4.30%,,,3.51%,-4.30%,tracking_updated
2026-06-08_PM_6_KODEX 미국S&P500,2026-06-08,PM,6,KODEX 미국S&P500,,AI/소프트웨어,62.0,"25,695","25,410",2026-06-10 02:57:04,2,-1.11%,0.00%,,,0.00%,-1.11%,tracking_updated
2026-06-08_PM_5_RISE 200위클리커버드콜,2026-06-08,PM,5,RISE 200위클리커버드콜,,AI/소프트웨어,59.0,"14,820","14,200",2026-06-09 03:47:29,1.0,-4.18%,-4.18%,,,0.00%,-4.18%,tracking_updated
2026-06-08_PM_5_TIGER 미국S&P500,2026-06-08,PM,5,TIGER 미국S&P500,,AI/소프트웨어,63.0,"28,170","27,950",2026-06-09 14:35:19,1.0,-0.78%,0.00%,,,0.00%,-0.78%,tracking_updated
2026-06-08_PM_4_KODEX 200미국채혼합,2026-06-08,PM,4,KODEX 200미국채혼합,,AI/소프트웨어,59.0,"23,685","23,685",2026-06-08 12:15:17,0.0,0.00%,,,,0.00%,0.00%,tracking
2026-06-08_PM_4_라이콤,2026-06-08,PM,4,라이콤,,반도체/전자부품,72.0,"6,750","7,840",2026-06-09 14:35:19,1.0,16.15%,0.00%,,,16.15%,0.00%,tracking_updated
2026-06-08_PM_3_라이콤,2026-06-08,PM,3,라이콤,,반도체/전자부품,72.0,"6,700","7,840",2026-06-09 14:35:19,1.0,17.01%,0.75%,,,17.01%,0.00%,tracking_updated
2026-06-08_PM_3_한켐,2026-06-08,PM,3,한켐,,화학,87.0,"13,050","13,050",2026-06-09 03:47:29,1.0,0.00%,0.00%,,,0.00%,0.00%,tracking_updated
2026-06-08_PM_2_TIGER 미국배당다우존스,2026-06-08,PM,2,TIGER 미국배당다우존스,,AI/소프트웨어,83.0,"15,790","15,510",2026-06-10 02:57:04,2,-1.77%,-0.76%,,,0.00%,-1.77%,tracking_updated
2026-06-08_PM_2_RISE 200위클리커버드콜,2026-06-08,PM,2,RISE 200위클리커버드콜,,AI/소프트웨어,75.0,"14,200","14,200",2026-06-09 03:47:29,1.0,0.00%,0.00%,,,0.00%,0.00%,tracking_updated
2026-06-08_PM_15_KODEX 은행,2026-06-08,PM,15,KODEX 은행,,AI/소프트웨어,54.0,"14,595","15,260",2026-06-09 14:35:19,1.0,4.56%,4.56%,,,4.56%,0.00%,tracking_updated
2026-06-08_PM_15_알트,2026-06-08,PM,15,알트,,반도체/전자부품,62.0,"2,020","1,991",2026-06-10 02:57:04,2,-1.44%,0.00%,,,0.00%,-1.44%,tracking_updated
2026-06-08_PM_14_알트,2026-06-08,PM,14,알트,,반도체/전자부품,62.0,"1,967","1,991",2026-06-10 02:57:04,2,1.22%,2.69%,,,2.69%,0.00%,tracking_updated
2026-06-08_PM_14_LG유플러스,2026-06-08,PM,14,LG유플러스,,통신,55.0,"15,720","15,720",2026-06-09 03:47:29,1.0,0.00%,0.00%,,,0.00%,0.00%,tracking_updated
2026-06-08_PM_13_한켐,2026-06-08,PM,13,한켐,,화학,62.0,"14,900","13,050",2026-06-09 03:47:29,1.0,-12.42%,-12.42%,,,0.00%,-12.42%,tracking_updated
2026-06-08_PM_13_대원제약,2026-06-08,PM,13,대원제약,,제약/바이오,49.0,"12,400","12,400",2026-06-09 03:47:29,1.0,0.00%,0.00%,,,0.00%,0.00%,tracking_updated
2026-06-08_PM_12_SK네트웍스,2026-06-08,PM,12,SK네트웍스,,도매,55.0,"13,290","13,370",2026-06-09 14:35:19,1.0,0.60%,6.62%,,,6.62%,0.00%,tracking_updated
2026-06-08_PM_12_디아이씨,2026-06-08,PM,12,디아이씨,,자동차/부품,57.0,"10,110","10,110",2026-06-09 03:47:29,1.0,0.00%,0.00%,,,0.00%,0.00%,tracking_updated
2026-06-08_PM_11_LG디스플레이,2026-06-08,PM,11,LG디스플레이,,반도체/전자부품,59.0,"14,480","14,480",2026-06-08 12:15:17,0.0,0.00%,,,,0.00%,0.00%,tracking
2026-06-08_PM_11_TIGER 미국나스닥100타겟데일리커버드콜,2026-06-08,PM,11,TIGER 미국나스닥100타겟데일리커버드콜,,AI/소프트웨어,59.0,"11,980","11,980",2026-06-09 03:47:29,1.0,0.00%,0.00%,,,0.00%,0.00%,tracking_updated
2026-06-08_PM_10_TIGER 배당커버드콜액티브,2026-06-08,PM,10,TIGER 배당커버드콜액티브,,AI/소프트웨어,55.0,"24,450","25,395",2026-06-10 02:57:04,2,3.87%,-4.64%,,,3.87%,-4.64%,tracking_updated
2026-06-08_PM_10_SK네트웍스,2026-06-08,PM,10,SK네트웍스,,도매,61.0,"14,170","13,370",2026-06-09 14:35:19,1.0,-5.65%,0.00%,,,0.00%,-5.65%,tracking_updated
2026-06-08_PM_1_ACE 미국우주테크액티브,2026-06-08,PM,1,ACE 미국우주테크액티브,,금융,87.0,"24,800","25,300",2026-06-10 02:57:04,2,2.02%,3.43%,,,3.43%,0.00%,tracking_updated
2026-06-08_PM_1_TIGER 미국배당다우존스,2026-06-08,PM,1,TIGER 미국배당다우존스,,AI/소프트웨어,87.0,"15,670","15,510",2026-06-10 02:57:04,2,-1.02%,0.00%,,,0.00%,-1.02%,tracking_updated
2026-06-08_AM_9_SK네트웍스,2026-06-08,AM,9,SK네트웍스,,AI/소프트웨어,65.0,"13,050","13,370",2026-06-09 14:35:19,1.0,2.45%,8.58%,,,8.58%,0.00%,tracking_updated
2026-06-08_AM_8_미래에셋생명,2026-06-08,AM,8,미래에셋생명,,AI/소프트웨어,75.0,"19,870","19,200",2026-06-08 12:15:17,0.0,-3.37%,,,,0.00%,-3.37%,tracking
2026-06-08_AM_7_KODEX 200미국채혼합,2026-06-08,AM,7,KODEX 200미국채혼합,,AI/소프트웨어,66.0,"23,325","23,685",2026-06-08 12:15:17,0.0,1.54%,,,,1.54%,0.00%,tracking
2026-06-08_AM_6_RISE 200위클리커버드콜,2026-06-08,AM,6,RISE 200위클리커버드콜,,AI/소프트웨어,68.0,"14,305","14,200",2026-06-09 03:47:29,1.0,-0.73%,-0.73%,,,3.60%,-0.73%,tracking_updated
2026-06-08_AM_5_디아이씨,2026-06-08,AM,5,디아이씨,,AI/소프트웨어,77.0,"9,940","10,110",2026-06-09 03:47:29,1.0,1.71%,1.71%,,,1.71%,0.00%,tracking_updated
