종목명,종목코드,TP전략,SL전략,TP전략내용,SL전략내용,백테스트시작일,백테스트종료일,수익률,MDD,승률,거래횟수,품질점수,백테스트신뢰도점수,백테스트신뢰도,백테스트검증해석,백테스트주의메모,실전비용반영,매수비용률,매도비용률,슬리피지률
PS일렉트로닉스,332570,[대표님룰],[변동성허용],+5%▶60% 익절 / +10%▶30% 익절 / +30%▶10% 익절,-5%▶50% 손절 / -10%▶30% 손절 / -15%▶20% 손절,2026-01-02,2026-06-12,15.34,-3.49,100,2,29.6,64,C,최근 적합성 참고 수준,거래횟수 매우 부족 / MDD 안정,예,0.0005,0.0025,0.0007
PS일렉트로닉스,332570,[대표님룰],[버티기형],+5%▶60% 익절 / +10%▶30% 익절 / +30%▶10% 익절,-5%▶40% 손절 / -15%▶30% 손절 / -20%▶30% 손절,2026-01-02,2026-06-12,15.34,-3.49,100,2,29.6,64,C,최근 적합성 참고 수준,거래횟수 매우 부족 / MDD 안정,예,0.0005,0.0025,0.0007
PS일렉트로닉스,332570,[중기추세],[칼손절],+10%▶50% 익절 / +20%▶30% 익절 / +30%▶20% 익절,-2%▶80% 손절 / -4%▶10% 손절 / -6%▶10% 손절,2026-01-02,2026-06-12,3.75,-8.52,50,2,7.99,53,C,최근 적합성 참고 수준,거래횟수 매우 부족 / MDD 안정,예,0.0005,0.0025,0.0007
PS일렉트로닉스,332570,[중기추세],[정석방어],+10%▶50% 익절 / +20%▶30% 익절 / +30%▶20% 익절,-3%▶70% 손절 / -5%▶20% 손절 / -10%▶10% 손절,2026-01-02,2026-06-12,30.93,-8.52,100,1,42.17,69,B,참고 가능하나 추가 검증 필요,거래횟수 매우 부족 / MDD 안정,예,0.0005,0.0025,0.0007
PS일렉트로닉스,332570,[중기추세],[변동성허용],+10%▶50% 익절 / +20%▶30% 익절 / +30%▶20% 익절,-5%▶50% 손절 / -10%▶30% 손절 / -15%▶20% 손절,2026-01-02,2026-06-12,30.93,-8.52,100,1,42.17,69,B,참고 가능하나 추가 검증 필요,거래횟수 매우 부족 / MDD 안정,예,0.0005,0.0025,0.0007
PS일렉트로닉스,332570,[중기추세],[버티기형],+10%▶50% 익절 / +20%▶30% 익절 / +30%▶20% 익절,-5%▶40% 손절 / -15%▶30% 손절 / -20%▶30% 손절,2026-01-02,2026-06-12,30.93,-8.52,100,1,42.17,69,B,참고 가능하나 추가 검증 필요,거래횟수 매우 부족 / MDD 안정,예,0.0005,0.0025,0.0007
PS일렉트로닉스,332570,[수익극대화],[칼손절],+10%▶40% 익절 / +20%▶30% 익절 / +40%▶30% 익절,-2%▶80% 손절 / -4%▶10% 손절 / -6%▶10% 손절,2026-01-02,2026-06-12,3.75,-8.52,50,2,7.99,53,C,최근 적합성 참고 수준,거래횟수 매우 부족 / MDD 안정,예,0.0005,0.0025,0.0007
PS일렉트로닉스,332570,[수익극대화],[정석방어],+10%▶40% 익절 / +20%▶30% 익절 / +40%▶30% 익절,-3%▶70% 손절 / -5%▶20% 손절 / -10%▶10% 손절,2026-01-02,2026-06-12,40.94,-8.52,100,4,53.68,69,B,참고 가능하나 추가 검증 필요,거래횟수 매우 부족 / MDD 안정,예,0.0005,0.0025,0.0007
PS일렉트로닉스,332570,[수익극대화],[변동성허용],+10%▶40% 익절 / +20%▶30% 익절 / +40%▶30% 익절,-5%▶50% 손절 / -10%▶30% 손절 / -15%▶20% 손절,2026-01-02,2026-06-12,40.94,-8.52,100,4,53.68,69,B,참고 가능하나 추가 검증 필요,거래횟수 매우 부족 / MDD 안정,예,0.0005,0.0025,0.0007
PS일렉트로닉스,332570,[수익극대화],[버티기형],+10%▶40% 익절 / +20%▶30% 익절 / +40%▶30% 익절,-5%▶40% 손절 / -15%▶30% 손절 / -20%▶30% 손절,2026-01-02,2026-06-12,40.94,-8.52,100,4,53.68,69,B,참고 가능하나 추가 검증 필요,거래횟수 매우 부족 / MDD 안정,예,0.0005,0.0025,0.0007
KODEX 코스닥150,229200,[초단타],[칼손절],+3%▶70% 익절 / +5%▶20% 익절 / +10%▶10% 익절,-2%▶80% 손절 / -4%▶10% 손절 / -6%▶10% 손절,2026-01-02,2026-06-12,0,0,0,0,0,32,D,단독 사용 비권장,거래횟수 매우 부족 / MDD 안정 / 수익률 음수 / 승률 낮음,예,0.0005,0.0025,0.0007
KODEX 코스닥150,229200,[초단타],[정석방어],+3%▶70% 익절 / +5%▶20% 익절 / +10%▶10% 익절,-3%▶70% 손절 / -5%▶20% 손절 / -10%▶10% 손절,2026-01-02,2026-06-12,0,0,0,0,0,32,D,단독 사용 비권장,거래횟수 매우 부족 / MDD 안정 / 수익률 음수 / 승률 낮음,예,0.0005,0.0025,0.0007
KODEX 코스닥150,229200,[초단타],[변동성허용],+3%▶70% 익절 / +5%▶20% 익절 / +10%▶10% 익절,-5%▶50% 손절 / -10%▶30% 손절 / -15%▶20% 손절,2026-01-02,2026-06-12,0,0,0,0,0,32,D,단독 사용 비권장,거래횟수 매우 부족 / MDD 안정 / 수익률 음수 / 승률 낮음,예,0.0005,0.0025,0.0007
KODEX 코스닥150,229200,[초단타],[버티기형],+3%▶70% 익절 / +5%▶20% 익절 / +10%▶10% 익절,-5%▶40% 손절 / -15%▶30% 손절 / -20%▶30% 손절,2026-01-02,2026-06-12,0,0,0,0,0,32,D,단독 사용 비권장,거래횟수 매우 부족 / MDD 안정 / 수익률 음수 / 승률 낮음,예,0.0005,0.0025,0.0007
KODEX 코스닥150,229200,[단기스윙],[칼손절],+5%▶60% 익절 / +10%▶30% 익절 / +20%▶10% 익절,-2%▶80% 손절 / -4%▶10% 손절 / -6%▶10% 손절,2026-01-02,2026-06-12,0,0,0,0,0,32,D,단독 사용 비권장,거래횟수 매우 부족 / MDD 안정 / 수익률 음수 / 승률 낮음,예,0.0005,0.0025,0.0007
KODEX 코스닥150,229200,[단기스윙],[정석방어],+5%▶60% 익절 / +10%▶30% 익절 / +20%▶10% 익절,-3%▶70% 손절 / -5%▶20% 손절 / -10%▶10% 손절,2026-01-02,2026-06-12,0,0,0,0,0,32,D,단독 사용 비권장,거래횟수 매우 부족 / MDD 안정 / 수익률 음수 / 승률 낮음,예,0.0005,0.0025,0.0007
KODEX 코스닥150,229200,[단기스윙],[변동성허용],+5%▶60% 익절 / +10%▶30% 익절 / +20%▶10% 익절,-5%▶50% 손절 / -10%▶30% 손절 / -15%▶20% 손절,2026-01-02,2026-06-12,0,0,0,0,0,32,D,단독 사용 비권장,거래횟수 매우 부족 / MDD 안정 / 수익률 음수 / 승률 낮음,예,0.0005,0.0025,0.0007
KODEX 코스닥150,229200,[단기스윙],[버티기형],+5%▶60% 익절 / +10%▶30% 익절 / +20%▶10% 익절,-5%▶40% 손절 / -15%▶30% 손절 / -20%▶30% 손절,2026-01-02,2026-06-12,0,0,0,0,0,32,D,단독 사용 비권장,거래횟수 매우 부족 / MDD 안정 / 수익률 음수 / 승률 낮음,예,0.0005,0.0025,0.0007
KODEX 코스닥150,229200,[대표님룰],[칼손절],+5%▶60% 익절 / +10%▶30% 익절 / +30%▶10% 익절,-2%▶80% 손절 / -4%▶10% 손절 / -6%▶10% 손절,2026-01-02,2026-06-12,0,0,0,0,0,32,D,단독 사용 비권장,거래횟수 매우 부족 / MDD 안정 / 수익률 음수 / 승률 낮음,예,0.0005,0.0025,0.0007
KODEX 코스닥150,229200,[대표님룰],[정석방어],+5%▶60% 익절 / +10%▶30% 익절 / +30%▶10% 익절,-3%▶70% 손절 / -5%▶20% 손절 / -10%▶10% 손절,2026-01-02,2026-06-12,0,0,0,0,0,32,D,단독 사용 비권장,거래횟수 매우 부족 / MDD 안정 / 수익률 음수 / 승률 낮음,예,0.0005,0.0025,0.0007
KODEX 코스닥150,229200,[대표님룰],[변동성허용],+5%▶60% 익절 / +10%▶30% 익절 / +30%▶10% 익절,-5%▶50% 손절 / -10%▶30% 손절 / -15%▶20% 손절,2026-01-02,2026-06-12,0,0,0,0,0,32,D,단독 사용 비권장,거래횟수 매우 부족 / MDD 안정 / 수익률 음수 / 승률 낮음,예,0.0005,0.0025,0.0007
KODEX 코스닥150,229200,[대표님룰],[버티기형],+5%▶60% 익절 / +10%▶30% 익절 / +30%▶10% 익절,-5%▶40% 손절 / -15%▶30% 손절 / -20%▶30% 손절,2026-01-02,2026-06-12,0,0,0,0,0,32,D,단독 사용 비권장,거래횟수 매우 부족 / MDD 안정 / 수익률 음수 / 승률 낮음,예,0.0005,0.0025,0.0007
KODEX 코스닥150,229200,[중기추세],[칼손절],+10%▶50% 익절 / +20%▶30% 익절 / +30%▶20% 익절,-2%▶80% 손절 / -4%▶10% 손절 / -6%▶10% 손절,2026-01-02,2026-06-12,0,0,0,0,0,32,D,단독 사용 비권장,거래횟수 매우 부족 / MDD 안정 / 수익률 음수 / 승률 낮음,예,0.0005,0.0025,0.0007
KODEX 코스닥150,229200,[중기추세],[정석방어],+10%▶50% 익절 / +20%▶30% 익절 / +30%▶20% 익절,-3%▶70% 손절 / -5%▶20% 손절 / -10%▶10% 손절,2026-01-02,2026-06-12,0,0,0,0,0,32,D,단독 사용 비권장,거래횟수 매우 부족 / MDD 안정 / 수익률 음수 / 승률 낮음,예,0.0005,0.0025,0.0007
KODEX 코스닥150,229200,[중기추세],[변동성허용],+10%▶50% 익절 / +20%▶30% 익절 / +30%▶20% 익절,-5%▶50% 손절 / -10%▶30% 손절 / -15%▶20% 손절,2026-01-02,2026-06-12,0,0,0,0,0,32,D,단독 사용 비권장,거래횟수 매우 부족 / MDD 안정 / 수익률 음수 / 승률 낮음,예,0.0005,0.0025,0.0007
KODEX 코스닥150,229200,[중기추세],[버티기형],+10%▶50% 익절 / +20%▶30% 익절 / +30%▶20% 익절,-5%▶40% 손절 / -15%▶30% 손절 / -20%▶30% 손절,2026-01-02,2026-06-12,0,0,0,0,0,32,D,단독 사용 비권장,거래횟수 매우 부족 / MDD 안정 / 수익률 음수 / 승률 낮음,예,0.0005,0.0025,0.0007
KODEX 코스닥150,229200,[수익극대화],[칼손절],+10%▶40% 익절 / +20%▶30% 익절 / +40%▶30% 익절,-2%▶80% 손절 / -4%▶10% 손절 / -6%▶10% 손절,2026-01-02,2026-06-12,0,0,0,0,0,32,D,단독 사용 비권장,거래횟수 매우 부족 / MDD 안정 / 수익률 음수 / 승률 낮음,예,0.0005,0.0025,0.0007
KODEX 코스닥150,229200,[수익극대화],[정석방어],+10%▶40% 익절 / +20%▶30% 익절 / +40%▶30% 익절,-3%▶70% 손절 / -5%▶20% 손절 / -10%▶10% 손절,2026-01-02,2026-06-12,0,0,0,0,0,32,D,단독 사용 비권장,거래횟수 매우 부족 / MDD 안정 / 수익률 음수 / 승률 낮음,예,0.0005,0.0025,0.0007
KODEX 코스닥150,229200,[수익극대화],[변동성허용],+10%▶40% 익절 / +20%▶30% 익절 / +40%▶30% 익절,-5%▶50% 손절 / -10%▶30% 손절 / -15%▶20% 손절,2026-01-02,2026-06-12,0,0,0,0,0,32,D,단독 사용 비권장,거래횟수 매우 부족 / MDD 안정 / 수익률 음수 / 승률 낮음,예,0.0005,0.0025,0.0007
KODEX 코스닥150,229200,[수익극대화],[버티기형],+10%▶40% 익절 / +20%▶30% 익절 / +40%▶30% 익절,-5%▶40% 손절 / -15%▶30% 손절 / -20%▶30% 손절,2026-01-02,2026-06-12,0,0,0,0,0,32,D,단독 사용 비권장,거래횟수 매우 부족 / MDD 안정 / 수익률 음수 / 승률 낮음,예,0.0005,0.0025,0.0007
TIGER 미국S&P500,360750,[초단타],[칼손절],+3%▶70% 익절 / +5%▶20% 익절 / +10%▶10% 익절,-2%▶80% 손절 / -4%▶10% 손절 / -6%▶10% 손절,2026-01-02,2026-06-12,0,0,0,0,0,32,D,단독 사용 비권장,거래횟수 매우 부족 / MDD 안정 / 수익률 음수 / 승률 낮음,예,0.0005,0.0025,0.0007
TIGER 미국S&P500,360750,[초단타],[정석방어],+3%▶70% 익절 / +5%▶20% 익절 / +10%▶10% 익절,-3%▶70% 손절 / -5%▶20% 손절 / -10%▶10% 손절,2026-01-02,2026-06-12,0,0,0,0,0,32,D,단독 사용 비권장,거래횟수 매우 부족 / MDD 안정 / 수익률 음수 / 승률 낮음,예,0.0005,0.0025,0.0007
TIGER 미국S&P500,360750,[초단타],[변동성허용],+3%▶70% 익절 / +5%▶20% 익절 / +10%▶10% 익절,-5%▶50% 손절 / -10%▶30% 손절 / -15%▶20% 손절,2026-01-02,2026-06-12,0,0,0,0,0,32,D,단독 사용 비권장,거래횟수 매우 부족 / MDD 안정 / 수익률 음수 / 승률 낮음,예,0.0005,0.0025,0.0007
TIGER 미국S&P500,360750,[초단타],[버티기형],+3%▶70% 익절 / +5%▶20% 익절 / +10%▶10% 익절,-5%▶40% 손절 / -15%▶30% 손절 / -20%▶30% 손절,2026-01-02,2026-06-12,0,0,0,0,0,32,D,단독 사용 비권장,거래횟수 매우 부족 / MDD 안정 / 수익률 음수 / 승률 낮음,예,0.0005,0.0025,0.0007
TIGER 미국S&P500,360750,[단기스윙],[칼손절],+5%▶60% 익절 / +10%▶30% 익절 / +20%▶10% 익절,-2%▶80% 손절 / -4%▶10% 손절 / -6%▶10% 손절,2026-01-02,2026-06-12,0,0,0,0,0,32,D,단독 사용 비권장,거래횟수 매우 부족 / MDD 안정 / 수익률 음수 / 승률 낮음,예,0.0005,0.0025,0.0007
TIGER 미국S&P500,360750,[단기스윙],[정석방어],+5%▶60% 익절 / +10%▶30% 익절 / +20%▶10% 익절,-3%▶70% 손절 / -5%▶20% 손절 / -10%▶10% 손절,2026-01-02,2026-06-12,0,0,0,0,0,32,D,단독 사용 비권장,거래횟수 매우 부족 / MDD 안정 / 수익률 음수 / 승률 낮음,예,0.0005,0.0025,0.0007
TIGER 미국S&P500,360750,[단기스윙],[변동성허용],+5%▶60% 익절 / +10%▶30% 익절 / +20%▶10% 익절,-5%▶50% 손절 / -10%▶30% 손절 / -15%▶20% 손절,2026-01-02,2026-06-12,0,0,0,0,0,32,D,단독 사용 비권장,거래횟수 매우 부족 / MDD 안정 / 수익률 음수 / 승률 낮음,예,0.0005,0.0025,0.0007
TIGER 미국S&P500,360750,[단기스윙],[버티기형],+5%▶60% 익절 / +10%▶30% 익절 / +20%▶10% 익절,-5%▶40% 손절 / -15%▶30% 손절 / -20%▶30% 손절,2026-01-02,2026-06-12,0,0,0,0,0,32,D,단독 사용 비권장,거래횟수 매우 부족 / MDD 안정 / 수익률 음수 / 승률 낮음,예,0.0005,0.0025,0.0007
TIGER 미국S&P500,360750,[대표님룰],[칼손절],+5%▶60% 익절 / +10%▶30% 익절 / +30%▶10% 익절,-2%▶80% 손절 / -4%▶10% 손절 / -6%▶10% 손절,2026-01-02,2026-06-12,0,0,0,0,0,32,D,단독 사용 비권장,거래횟수 매우 부족 / MDD 안정 / 수익률 음수 / 승률 낮음,예,0.0005,0.0025,0.0007
TIGER 미국S&P500,360750,[대표님룰],[정석방어],+5%▶60% 익절 / +10%▶30% 익절 / +30%▶10% 익절,-3%▶70% 손절 / -5%▶20% 손절 / -10%▶10% 손절,2026-01-02,2026-06-12,0,0,0,0,0,32,D,단독 사용 비권장,거래횟수 매우 부족 / MDD 안정 / 수익률 음수 / 승률 낮음,예,0.0005,0.0025,0.0007
TIGER 미국S&P500,360750,[대표님룰],[변동성허용],+5%▶60% 익절 / +10%▶30% 익절 / +30%▶10% 익절,-5%▶50% 손절 / -10%▶30% 손절 / -15%▶20% 손절,2026-01-02,2026-06-12,0,0,0,0,0,32,D,단독 사용 비권장,거래횟수 매우 부족 / MDD 안정 / 수익률 음수 / 승률 낮음,예,0.0005,0.0025,0.0007
TIGER 미국S&P500,360750,[대표님룰],[버티기형],+5%▶60% 익절 / +10%▶30% 익절 / +30%▶10% 익절,-5%▶40% 손절 / -15%▶30% 손절 / -20%▶30% 손절,2026-01-02,2026-06-12,0,0,0,0,0,32,D,단독 사용 비권장,거래횟수 매우 부족 / MDD 안정 / 수익률 음수 / 승률 낮음,예,0.0005,0.0025,0.0007
TIGER 미국S&P500,360750,[중기추세],[칼손절],+10%▶50% 익절 / +20%▶30% 익절 / +30%▶20% 익절,-2%▶80% 손절 / -4%▶10% 손절 / -6%▶10% 손절,2026-01-02,2026-06-12,0,0,0,0,0,32,D,단독 사용 비권장,거래횟수 매우 부족 / MDD 안정 / 수익률 음수 / 승률 낮음,예,0.0005,0.0025,0.0007
TIGER 미국S&P500,360750,[중기추세],[정석방어],+10%▶50% 익절 / +20%▶30% 익절 / +30%▶20% 익절,-3%▶70% 손절 / -5%▶20% 손절 / -10%▶10% 손절,2026-01-02,2026-06-12,0,0,0,0,0,32,D,단독 사용 비권장,거래횟수 매우 부족 / MDD 안정 / 수익률 음수 / 승률 낮음,예,0.0005,0.0025,0.0007
TIGER 미국S&P500,360750,[중기추세],[변동성허용],+10%▶50% 익절 / +20%▶30% 익절 / +30%▶20% 익절,-5%▶50% 손절 / -10%▶30% 손절 / -15%▶20% 손절,2026-01-02,2026-06-12,0,0,0,0,0,32,D,단독 사용 비권장,거래횟수 매우 부족 / MDD 안정 / 수익률 음수 / 승률 낮음,예,0.0005,0.0025,0.0007
TIGER 미국S&P500,360750,[중기추세],[버티기형],+10%▶50% 익절 / +20%▶30% 익절 / +30%▶20% 익절,-5%▶40% 손절 / -15%▶30% 손절 / -20%▶30% 손절,2026-01-02,2026-06-12,0,0,0,0,0,32,D,단독 사용 비권장,거래횟수 매우 부족 / MDD 안정 / 수익률 음수 / 승률 낮음,예,0.0005,0.0025,0.0007
TIGER 미국S&P500,360750,[수익극대화],[칼손절],+10%▶40% 익절 / +20%▶30% 익절 / +40%▶30% 익절,-2%▶80% 손절 / -4%▶10% 손절 / -6%▶10% 손절,2026-01-02,2026-06-12,0,0,0,0,0,32,D,단독 사용 비권장,거래횟수 매우 부족 / MDD 안정 / 수익률 음수 / 승률 낮음,예,0.0005,0.0025,0.0007
TIGER 미국S&P500,360750,[수익극대화],[정석방어],+10%▶40% 익절 / +20%▶30% 익절 / +40%▶30% 익절,-3%▶70% 손절 / -5%▶20% 손절 / -10%▶10% 손절,2026-01-02,2026-06-12,0,0,0,0,0,32,D,단독 사용 비권장,거래횟수 매우 부족 / MDD 안정 / 수익률 음수 / 승률 낮음,예,0.0005,0.0025,0.0007
TIGER 미국S&P500,360750,[수익극대화],[변동성허용],+10%▶40% 익절 / +20%▶30% 익절 / +40%▶30% 익절,-5%▶50% 손절 / -10%▶30% 손절 / -15%▶20% 손절,2026-01-02,2026-06-12,0,0,0,0,0,32,D,단독 사용 비권장,거래횟수 매우 부족 / MDD 안정 / 수익률 음수 / 승률 낮음,예,0.0005,0.0025,0.0007
TIGER 미국S&P500,360750,[수익극대화],[버티기형],+10%▶40% 익절 / +20%▶30% 익절 / +40%▶30% 익절,-5%▶40% 손절 / -15%▶30% 손절 / -20%▶30% 손절,2026-01-02,2026-06-12,0,0,0,0,0,32,D,단독 사용 비권장,거래횟수 매우 부족 / MDD 안정 / 수익률 음수 / 승률 낮음,예,0.0005,0.0025,0.0007
SK네트웍스,001740,[초단타],[칼손절],+3%▶70% 익절 / +5%▶20% 익절 / +10%▶10% 익절,-2%▶80% 손절 / -4%▶10% 손절 / -6%▶10% 손절,2026-01-02,2026-06-12,0,0,0,0,0,32,D,단독 사용 비권장,거래횟수 매우 부족 / MDD 안정 / 수익률 음수 / 승률 낮음,예,0.0005,0.0025,0.0007
SK네트웍스,001740,[초단타],[정석방어],+3%▶70% 익절 / +5%▶20% 익절 / +10%▶10% 익절,-3%▶70% 손절 / -5%▶20% 손절 / -10%▶10% 손절,2026-01-02,2026-06-12,0,0,0,0,0,32,D,단독 사용 비권장,거래횟수 매우 부족 / MDD 안정 / 수익률 음수 / 승률 낮음,예,0.0005,0.0025,0.0007
SK네트웍스,001740,[초단타],[변동성허용],+3%▶70% 익절 / +5%▶20% 익절 / +10%▶10% 익절,-5%▶50% 손절 / -10%▶30% 손절 / -15%▶20% 손절,2026-01-02,2026-06-12,0,0,0,0,0,32,D,단독 사용 비권장,거래횟수 매우 부족 / MDD 안정 / 수익률 음수 / 승률 낮음,예,0.0005,0.0025,0.0007
SK네트웍스,001740,[초단타],[버티기형],+3%▶70% 익절 / +5%▶20% 익절 / +10%▶10% 익절,-5%▶40% 손절 / -15%▶30% 손절 / -20%▶30% 손절,2026-01-02,2026-06-12,0,0,0,0,0,32,D,단독 사용 비권장,거래횟수 매우 부족 / MDD 안정 / 수익률 음수 / 승률 낮음,예,0.0005,0.0025,0.0007
SK네트웍스,001740,[단기스윙],[칼손절],+5%▶60% 익절 / +10%▶30% 익절 / +20%▶10% 익절,-2%▶80% 손절 / -4%▶10% 손절 / -6%▶10% 손절,2026-01-02,2026-06-12,0,0,0,0,0,32,D,단독 사용 비권장,거래횟수 매우 부족 / MDD 안정 / 수익률 음수 / 승률 낮음,예,0.0005,0.0025,0.0007
SK네트웍스,001740,[단기스윙],[정석방어],+5%▶60% 익절 / +10%▶30% 익절 / +20%▶10% 익절,-3%▶70% 손절 / -5%▶20% 손절 / -10%▶10% 손절,2026-01-02,2026-06-12,0,0,0,0,0,32,D,단독 사용 비권장,거래횟수 매우 부족 / MDD 안정 / 수익률 음수 / 승률 낮음,예,0.0005,0.0025,0.0007
SK네트웍스,001740,[단기스윙],[변동성허용],+5%▶60% 익절 / +10%▶30% 익절 / +20%▶10% 익절,-5%▶50% 손절 / -10%▶30% 손절 / -15%▶20% 손절,2026-01-02,2026-06-12,0,0,0,0,0,32,D,단독 사용 비권장,거래횟수 매우 부족 / MDD 안정 / 수익률 음수 / 승률 낮음,예,0.0005,0.0025,0.0007
SK네트웍스,001740,[단기스윙],[버티기형],+5%▶60% 익절 / +10%▶30% 익절 / +20%▶10% 익절,-5%▶40% 손절 / -15%▶30% 손절 / -20%▶30% 손절,2026-01-02,2026-06-12,0,0,0,0,0,32,D,단독 사용 비권장,거래횟수 매우 부족 / MDD 안정 / 수익률 음수 / 승률 낮음,예,0.0005,0.0025,0.0007
SK네트웍스,001740,[대표님룰],[칼손절],+5%▶60% 익절 / +10%▶30% 익절 / +30%▶10% 익절,-2%▶80% 손절 / -4%▶10% 손절 / -6%▶10% 손절,2026-01-02,2026-06-12,0,0,0,0,0,32,D,단독 사용 비권장,거래횟수 매우 부족 / MDD 안정 / 수익률 음수 / 승률 낮음,예,0.0005,0.0025,0.0007
SK네트웍스,001740,[대표님룰],[정석방어],+5%▶60% 익절 / +10%▶30% 익절 / +30%▶10% 익절,-3%▶70% 손절 / -5%▶20% 손절 / -10%▶10% 손절,2026-01-02,2026-06-12,0,0,0,0,0,32,D,단독 사용 비권장,거래횟수 매우 부족 / MDD 안정 / 수익률 음수 / 승률 낮음,예,0.0005,0.0025,0.0007
SK네트웍스,001740,[대표님룰],[변동성허용],+5%▶60% 익절 / +10%▶30% 익절 / +30%▶10% 익절,-5%▶50% 손절 / -10%▶30% 손절 / -15%▶20% 손절,2026-01-02,2026-06-12,0,0,0,0,0,32,D,단독 사용 비권장,거래횟수 매우 부족 / MDD 안정 / 수익률 음수 / 승률 낮음,예,0.0005,0.0025,0.0007
SK네트웍스,001740,[대표님룰],[버티기형],+5%▶60% 익절 / +10%▶30% 익절 / +30%▶10% 익절,-5%▶40% 손절 / -15%▶30% 손절 / -20%▶30% 손절,2026-01-02,2026-06-12,0,0,0,0,0,32,D,단독 사용 비권장,거래횟수 매우 부족 / MDD 안정 / 수익률 음수 / 승률 낮음,예,0.0005,0.0025,0.0007
SK네트웍스,001740,[중기추세],[칼손절],+10%▶50% 익절 / +20%▶30% 익절 / +30%▶20% 익절,-2%▶80% 손절 / -4%▶10% 손절 / -6%▶10% 손절,2026-01-02,2026-06-12,0,0,0,0,0,32,D,단독 사용 비권장,거래횟수 매우 부족 / MDD 안정 / 수익률 음수 / 승률 낮음,예,0.0005,0.0025,0.0007
